,total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition
17758,4,1450000.0,30.0,2019-04-06T00:00:00,1,,5.0,17.0,5,,False,False,6.0,1.0,Тихвин,,,,,,,
17759,10,4500000.0,38.0,2015-02-19T00:00:00,1,2.8,25.0,15.0,5,,False,False,9.0,,Санкт-Петербург,46061.0,18785.0,0.0,,0.0,,1346.0
17760,9,3150000.0,30.7,2019-02-06T00:00:00,1,2.5,5.0,16.4,1,,False,False,5.3,,Санкт-Петербург,16925.0,17162.0,0.0,,0.0,,
17761,12,5500000.0,52.0,2017-09-27T00:00:00,2,,19.0,26.0,3,,False,False,10.0,,Санкт-Петербург,36039.0,12390.0,1.0,373.0,2.0,425.0,194.00000000000003
17762,20,2300000.0,54.3,2018-06-28T00:00:00,3,2.3,5.0,39.0,2,,False,False,5.3,1.0,деревня Бегуницы,,,,,,,189.00000000000003
17763,13,4300000.0,54.0,2017-11-28T00:00:00,2,,15.0,44.0,2,,False,False,7.3,1.0,Санкт-Петербург,22332.0,9220.0,0.0,,2.0,315.0,45.00000000000001
17764,9,8400000.0,94.0,2016-01-24T00:00:00,3,,23.0,52.0,5,,False,False,,0.0,,36865.0,10976.0,0.0,,1.0,856.0,305.0
17765,6,6150000.0,73.0,2016-03-05T00:00:00,4,,9.0,49.0,9,,False,False,6.0,0.0,Санкт-Петербург,32920.0,11695.0,0.0,,0.0,,244.0
17766,9,3200000.0,47.0,2017-11-08T00:00:00,2,2.55,9.0,28.0,1,,False,False,7.0,0.0,Санкт-Петербург,33013.0,10885.0,2.0,279.0,1.0,782.0,3.0000000000000004
17767,10,5100000.0,63.0,2017-02-03T00:00:00,3,2.8,4.0,43.5,4,,False,False,8.0,,Санкт-Петербург,22834.0,2947.0,2.0,162.0,3.0,247.0,517.0
17768,14,1050000.0,32.0,2019-04-23T00:00:00,1,,3.0,,3,,False,False,,1.0,деревня Раздолье,,,,,,,
17769,7,3550000.0,39.0,2018-07-23T00:00:00,1,2.5,4.0,18.3,3,,False,False,10.0,,посёлок Шушары,9393.0,24247.0,0.0,,0.0,,117.0
17770,9,4300000.0,41.1,2018-08-20T00:00:00,2,,5.0,26.21,5,,False,False,5.6,,Санкт-Петербург,39346.0,8605.0,0.0,,0.0,,74.0
17771,5,1640000.0,36.1,2017-09-12T00:00:00,1,,3.0,16.1,1,,False,False,10.0,0.0,поселок Кобринское,,,,,,,55.0
17772,16,7700000.0,73.0,2017-12-08T00:00:00,3,2.65,12.0,45.0,8,,False,False,24.0,,Санкт-Петербург,32782.0,11857.0,1.0,603.0,0.0,,491.0
17773,5,6100000.0,60.4,2018-02-01T00:00:00,2,,18.0,,7,,False,False,,,деревня Кудрово,,,,,,,97.0
17774,9,4300000.0,45.0,2018-07-30T00:00:00,1,2.78,20.0,16.0,13,,False,False,11.0,,Санкт-Петербург,15270.0,13385.0,0.0,,0.0,,37.0
17775,20,5949000.0,68.0,2017-10-19T00:00:00,2,,25.0,32.0,24,,False,False,15.0,,посёлок Мурино,,,,,,,77.0
17776,14,3950000.0,35.0,2019-04-08T00:00:00,1,,17.0,18.0,1,,False,False,12.0,,Санкт-Петербург,35955.0,12245.0,2.0,358.0,2.0,410.0,
17777,6,3300000.0,46.1,2015-04-22T00:00:00,2,2.55,5.0,31.2,1,,False,False,7.2,0.0,Санкт-Петербург,19114.0,10645.0,0.0,,1.0,658.0,825.0
17778,16,27000000.0,168.0,2018-02-26T00:00:00,4,3.6,6.0,84.1,6,,False,False,32.1,,Санкт-Петербург,24027.0,4595.0,1.0,85.0,0.0,,
17779,14,6000000.0,44.0,2017-08-09T00:00:00,1,,22.0,16.0,22,,False,False,13.0,0.0,Санкт-Петербург,35742.0,15032.0,0.0,,0.0,,59.0
17780,4,3000000.0,62.0,2018-04-04T00:00:00,3,,5.0,40.0,3,,False,False,8.0,,посёлок Стеклянный,,,,,,,45.00000000000001
17781,12,3250000.0,31.0,2018-10-24T00:00:00,1,,12.0,16.0,1,,False,False,7.0,,Санкт-Петербург,31932.0,12139.0,0.0,,0.0,,46.00000000000001
17782,9,3550000.0,65.8,2018-10-24T00:00:00,3,2.5,5.0,46.6,1,,False,False,6.0,,Шлиссельбург,,,,,,,
17783,3,48763000.0,157.0,2016-04-01T00:00:00,5,,11.0,,5,,False,True,,0.0,Санкт-Петербург,28399.0,7101.0,2.0,290.0,3.0,221.0,90.00000000000001
17784,20,5000000.0,52.2,2017-11-16T00:00:00,3,,5.0,34.9,2,,False,False,7.2,1.0,Санкт-Петербург,22622.0,13237.0,1.0,572.0,0.0,,426.0
17785,9,3200000.0,44.6,2018-10-24T00:00:00,2,2.52,5.0,30.6,1,,False,False,5.9,,Красное Село,25533.0,28958.0,0.0,,0.0,,156.0
17786,17,3590000.0,74.3,2017-04-21T00:00:00,3,,10.0,45.7,8,,False,False,8.9,0.0,Кронштадт,65175.0,46901.0,1.0,277.0,0.0,,13.0
17787,19,5100000.0,50.13,2018-05-30T00:00:00,2,2.6,9.0,27.0,5,,False,False,9.0,1.0,Санкт-Петербург,12975.0,15566.0,0.0,,0.0,,304.0
17788,9,3500000.0,33.8,2018-06-29T00:00:00,1,,23.0,17.4,7,,False,False,8.7,2.0,Санкт-Петербург,43731.0,10898.0,0.0,,0.0,,25.0
17789,11,4590000.0,33.3,2018-02-14T00:00:00,1,2.7,27.0,15.5,10,,False,False,10.0,,Санкт-Петербург,20998.0,22710.0,0.0,,1.0,767.0,
17790,7,7499000.0,96.3,2017-07-11T00:00:00,3,2.72,14.0,49.4,1,,False,False,24.0,2.0,Санкт-Петербург,30088.0,10952.0,1.0,215.0,1.0,1205.0,261.0
17791,9,23999088.0,90.0,2017-02-16T00:00:00,2,3.1,8.0,35.9,5,,False,False,20.0,2.0,Санкт-Петербург,,,,,,,457.0
17792,18,5980000.0,60.0,2017-04-20T00:00:00,2,2.8,17.0,33.1,1,,False,False,11.0,,Санкт-Петербург,15834.0,15443.0,1.0,919.0,0.0,,
17793,7,9400000.0,95.9,2018-12-12T00:00:00,4,2.7,12.0,,1,,False,False,,,Санкт-Петербург,36552.0,12074.0,1.0,603.0,1.0,712.0,6.000000000000001
17794,1,2300000.0,58.6,2016-05-12T00:00:00,3,2.25,5.0,44.100002,3,False,False,False,5.5,1.0,деревня Бегуницы,,,,,,,45.00000000000001
17795,6,6900000.0,77.0,2019-04-04T00:00:00,3,3.0,4.0,45.0,1,,False,False,12.0,,Санкт-Петербург,19691.0,2698.0,1.0,221.0,2.0,95.0,9.0
17796,8,2550000.0,43.0,2018-11-26T00:00:00,2,2.5,3.0,26.0,3,,False,False,5.0,,посёлок городского типа Кузьмоловский,,,,,,,60.0
17797,7,4650000.0,50.0,2018-02-20T00:00:00,3,,5.0,36.0,5,,False,False,7.0,1.0,Санкт-Петербург,44408.0,16912.0,0.0,,0.0,,192.00000000000003
17798,0,4990000.0,71.0,2015-10-14T00:00:00,3,,5.0,42.0,1,,False,False,12.0,1.0,Санкт-Петербург,46919.0,28018.0,0.0,,0.0,,285.0
17799,6,5595400.0,88.8,2015-03-10T00:00:00,3,2.7,23.0,47.1,12,,False,False,16.8,,Санкт-Петербург,21793.0,17121.0,0.0,,1.0,31.0,1099.0
17800,10,3300000.0,31.7,2018-07-24T00:00:00,1,2.75,22.0,15.5,7,,False,False,8.05,2.0,посёлок Мурино,,,,,,,17.0
17801,9,5700000.0,61.1,2019-01-23T00:00:00,3,2.6,12.0,43.6,10,,False,False,7.0,,Санкт-Петербург,30289.0,11596.0,1.0,439.0,1.0,763.0,28.0
17802,4,9300000.0,66.2,2019-03-22T00:00:00,2,3.16,5.0,34.9,3,,False,False,14.1,,Санкт-Петербург,24093.0,3925.0,0.0,,1.0,616.0,30.0
17803,16,5100000.0,35.0,2018-07-15T00:00:00,1,2.75,16.0,,12,,False,False,,,Санкт-Петербург,30215.0,6255.0,0.0,,1.0,113.0,60.0
17804,16,8300000.0,85.0,2017-11-30T00:00:00,3,2.5,22.0,50.0,7,,False,False,16.0,,Санкт-Петербург,34620.0,12036.0,0.0,,0.0,,440.0
17805,17,2600000.0,31.1,2017-10-25T00:00:00,0,,16.0,21.4,14,,False,True,,2.0,Санкт-Петербург,19212.0,22637.0,0.0,,1.0,457.0,44.00000000000001
17806,9,3599000.0,46.5,2018-08-03T00:00:00,2,2.56,5.0,29.7,1,,False,False,7.1,,Санкт-Петербург,17274.0,17479.0,0.0,,0.0,,68.0
17807,10,10300000.0,92.2,2018-07-10T00:00:00,3,2.75,10.0,52.8,1,,False,False,14.6,,Санкт-Петербург,22704.0,9763.0,1.0,531.0,0.0,,28.0
17808,18,4300000.0,36.1,2019-04-24T00:00:00,1,,12.0,21.6,8,,False,False,6.7,,Санкт-Петербург,42910.0,13797.0,0.0,,0.0,,
17809,16,4650000.0,43.8,2019-03-05T00:00:00,1,2.7,17.0,16.4,8,,False,False,11.2,2.0,Санкт-Петербург,16776.0,15572.0,0.0,,2.0,765.0,
17810,5,3400000.0,36.0,2018-10-21T00:00:00,1,2.8,16.0,16.0,16,,False,False,11.0,2.0,деревня Новое Девяткино,,,,,,,60.0
17811,12,2830000.0,46.0,2018-02-01T00:00:00,2,,5.0,28.0,3,,False,False,7.0,,Кировск,,,,,,,18.0
17812,19,2400000.0,34.9,2016-04-06T00:00:00,1,2.5,11.0,17.0,3,False,False,False,11.0,2.0,Никольское,,,,,,,219.0
17813,15,2450000.0,34.75,2018-10-30T00:00:00,1,2.5,3.0,13.3,1,,False,False,12.71,,посёлок городского типа Кузьмоловский,,,,,,,93.0
17814,5,4900000.0,63.0,2018-02-01T00:00:00,3,2.5,9.0,43.0,3,,False,False,9.0,1.0,Санкт-Петербург,24574.0,12144.0,1.0,568.0,0.0,,32.0
17815,11,4449000.0,46.0,2015-12-18T00:00:00,1,2.5,10.0,18.3,2,,False,False,13.7,0.0,Санкт-Петербург,26319.0,14022.0,0.0,,0.0,,182.00000000000003
17816,15,4225000.0,38.4,2017-09-08T00:00:00,1,,19.0,17.7,7,,False,False,11.2,2.0,Санкт-Петербург,16257.0,15144.0,1.0,554.0,0.0,,39.0
17817,17,3450000.0,32.9,2019-02-28T00:00:00,1,2.75,25.0,12.5,10,,False,False,10.6,2.0,посёлок Шушары,13461.0,19247.0,0.0,,1.0,351.0,5.0
17818,12,14800000.0,134.0,2017-10-18T00:00:00,4,,18.0,79.0,17,,False,False,30.0,,Санкт-Петербург,34991.0,11920.0,0.0,,0.0,,97.0
17819,20,5800000.0,54.4,2018-11-26T00:00:00,2,2.7,10.0,29.0,8,,False,False,8.2,,Санкт-Петербург,21390.0,23102.0,0.0,,2.0,110.0,22.000000000000004
17820,9,4000000.0,42.0,2017-11-30T00:00:00,2,2.5,5.0,27.0,3,,False,False,6.0,1.0,Санкт-Петербург,42721.0,15225.0,0.0,,0.0,,54.0
17821,10,1990000.0,31.2,2017-07-11T00:00:00,1,,5.0,17.4,4,,False,False,5.5,,Пушкин,21038.0,35610.0,0.0,,0.0,,218.0
17822,10,6990000.0,56.0,2019-02-21T00:00:00,2,3.0,5.0,34.5,4,,False,False,8.5,,Санкт-Петербург,13547.0,9532.0,0.0,,0.0,,62.0
17823,7,5500000.0,43.0,2018-10-18T00:00:00,2,2.52,5.0,25.5,1,,False,False,5.3,,Санкт-Петербург,29350.0,5888.0,1.0,390.0,1.0,625.0,48.00000000000001
17824,10,2300000.0,22.5,2017-09-27T00:00:00,0,,22.0,20.0,7,,False,True,,2.0,посёлок Мурино,,,,,,,11.000000000000002
17825,14,6850000.0,71.3,2018-09-27T00:00:00,3,2.65,12.0,45.3,7,,False,False,8.2,,Санкт-Петербург,27762.0,12285.0,1.0,420.0,1.0,638.0,63.0
17826,9,6600000.0,65.0,2018-08-14T00:00:00,2,,19.0,31.0,8,,False,False,11.0,,Санкт-Петербург,37717.0,14561.0,0.0,,0.0,,132.0
17827,16,3300000.0,32.0,2017-11-24T00:00:00,1,,5.0,18.0,3,,False,False,5.0,,Санкт-Петербург,39566.0,11269.0,0.0,,0.0,,11.000000000000002
17828,5,13200000.0,95.0,2016-01-29T00:00:00,3,,10.0,58.5,7,,False,False,13.6,0.0,Санкт-Петербург,31744.0,4836.0,0.0,,3.0,153.0,610.0
17829,7,3200000.0,31.0,2018-06-03T00:00:00,1,2.5,5.0,16.0,3,,False,False,6.0,,Пушкин,17576.0,29730.0,0.0,,1.0,655.0,232.0
17830,17,5450000.0,45.3,2018-10-24T00:00:00,1,2.7,24.0,18.2,15,,False,False,12.4,,Санкт-Петербург,37781.0,14657.0,0.0,,0.0,,146.0
17831,7,3500000.0,44.0,2018-08-18T00:00:00,2,2.6,9.0,26.2,2,,False,False,8.2,,посёлок Шушары,18596.0,31287.0,0.0,,0.0,,27.0
17832,16,6799000.0,68.1,2017-10-22T00:00:00,2,3.3,5.0,32.0,3,,False,False,20.0,,Санкт-Петербург,20516.0,4871.0,1.0,585.0,3.0,576.0,334.0
17833,7,5950000.0,57.0,2018-10-23T00:00:00,3,,5.0,45.0,5,,False,False,7.0,,Санкт-Петербург,28344.0,7283.0,0.0,,0.0,,12.000000000000002
17834,5,2940000.0,34.7,2017-10-09T00:00:00,1,,26.0,15.5,14,,False,False,2.3,1.0,посёлок Мурино,,,,,,,318.0
17835,5,4750000.0,65.0,2018-03-09T00:00:00,3,2.5,9.0,44.0,8,,False,False,6.2,2.0,Санкт-Петербург,46135.0,19706.0,0.0,,0.0,,279.0
17836,5,2980000.0,31.15,2017-10-11T00:00:00,1,,24.0,15.93,16,,False,False,8.21,2.0,посёлок Мурино,,,,,,,247.0
17837,6,35900000.0,110.0,2017-08-09T00:00:00,3,3.01,6.0,85.0,5,,False,False,22.0,,Санкт-Петербург,23979.0,4242.0,1.0,536.0,0.0,,160.0
17838,16,5400000.0,45.0,2017-04-06T00:00:00,1,2.75,23.0,21.6,6,,False,False,10.0,,Санкт-Петербург,36724.0,9781.0,1.0,645.0,0.0,,459.0
17839,5,3330000.0,36.86,2018-07-25T00:00:00,1,,20.0,15.65,12,,False,False,8.87,,Кудрово,,,,,,,104.0
17840,6,4500000.0,37.0,2018-02-28T00:00:00,1,,22.0,16.0,11,,False,False,9.0,1.0,Санкт-Петербург,15339.0,13512.0,0.0,,0.0,,111.0
17841,18,7100000.0,58.6,2018-12-03T00:00:00,2,2.7,25.0,32.1,4,,False,False,10.4,1.0,Санкт-Петербург,32822.0,11968.0,0.0,,0.0,,138.0
17842,13,2848000.0,36.33,2017-08-13T00:00:00,1,,27.0,15.4,1,,False,False,9.3,2.0,посёлок Мурино,,,,,,,19.0
17843,13,3400000.0,52.8,2017-04-20T00:00:00,3,2.7,5.0,34.9,1,,False,False,5.4,,Выборг,,,,,,,595.0
17844,11,3390000.0,32.6,2018-03-29T00:00:00,1,,22.0,,15,,False,False,,,деревня Кудрово,,,,,,,8.0
17845,11,3750000.0,31.3,2018-02-07T00:00:00,1,,5.0,18.1,2,,False,False,5.4,,Санкт-Петербург,44458.0,8521.0,1.0,119.0,0.0,,145.0
17846,4,9386000.0,45.6,2017-01-09T00:00:00,1,,9.0,18.57,9,,False,False,16.07,2.0,Санкт-Петербург,25987.0,4823.0,0.0,,2.0,849.0,501.0
17847,7,4290000.0,37.3,2018-01-12T00:00:00,1,3.0,6.0,14.7,4,,False,False,12.3,,Пушкин,14691.0,26845.0,0.0,,0.0,,130.0
17848,3,6200000.0,75.4,2017-12-16T00:00:00,2,2.8,9.0,44.0,2,,False,False,14.9,2.0,Сестрорецк,61025.0,36244.0,1.0,248.0,2.0,267.0,52.0
17849,0,2390000.0,31.0,2015-06-02T00:00:00,1,2.5,5.0,20.0,1,,False,False,6.0,,Сертолово,,,,,,,1125.0
17850,14,34315000.0,145.0,2015-01-21T00:00:00,4,3.05,5.0,101.0,2,,False,False,8.0,0.0,Санкт-Петербург,31773.0,3883.0,1.0,146.0,2.0,91.0,719.0000000000001
17851,3,3250000.0,36.5,2017-09-27T00:00:00,1,2.55,9.0,18.8,6,,False,False,8.8,,Санкт-Петербург,15361.0,14157.0,0.0,,0.0,,106.0
17852,4,6200000.0,61.7,2018-11-04T00:00:00,3,2.5,4.0,,3,,False,False,,,Пушкин,17245.0,29399.0,1.0,523.0,3.0,570.0,
17853,10,6400000.0,64.1,2017-03-20T00:00:00,2,2.6,10.0,35.7,7,,False,False,14.2,,Санкт-Петербург,32605.0,13704.0,0.0,,1.0,580.0,464.0
17854,12,6850000.0,58.0,2016-06-14T00:00:00,2,2.8,5.0,38.0,4,,False,False,7.5,,Санкт-Петербург,23823.0,4391.0,1.0,385.0,0.0,,864.0
17855,10,3900000.0,54.0,2017-08-07T00:00:00,1,2.7,16.0,14.0,6,,False,False,24.0,1.0,Санкт-Петербург,41752.0,15653.0,0.0,,1.0,552.0,81.0
17856,9,1070000.0,30.7,2019-03-23T00:00:00,1,2.5,5.0,18.0,2,,False,False,6.0,,Волхов,,,,,,,
17857,1,3900000.0,56.0,2017-12-22T00:00:00,3,27.0,5.0,33.0,4,False,False,False,,,Санкт-Петербург,41030.0,15543.0,0.0,,0.0,,73.0
17858,7,13150000.0,120.0,2016-05-31T00:00:00,3,,16.0,,6,,False,False,,0.0,Санкт-Петербург,48783.0,16622.0,0.0,,0.0,,360.00000000000006
17859,11,4550000.0,73.3,2017-09-28T00:00:00,3,2.5,9.0,48.6,1,,False,False,7.0,,Санкт-Петербург,22903.0,12525.0,1.0,620.0,0.0,,182.00000000000003
17860,1,2385000.0,20.0,2018-12-11T00:00:00,1,,6.0,,2,,False,False,,,Санкт-Петербург,23361.0,2903.0,0.0,,1.0,1002.0,25.0
17861,4,3900000.0,36.79,2018-07-26T00:00:00,1,2.75,16.0,17.08,14,,False,False,9.42,1.0,посёлок Мурино,,,,,,,28.0
17862,13,7800000.0,57.0,2017-07-27T00:00:00,2,2.5,4.0,28.3,2,,False,False,8.9,4.0,Санкт-Петербург,40329.0,12032.0,2.0,363.0,0.0,,197.0
17863,20,23500000.0,111.0,2019-03-06T00:00:00,3,3.0,9.0,60.0,6,,False,False,25.0,,Санкт-Петербург,32685.0,6131.0,0.0,,1.0,357.0,
17864,8,4100000.0,47.4,2019-03-31T00:00:00,1,,5.0,18.2,4,,False,False,11.4,,посёлок Металлострой,25873.0,27585.0,0.0,,0.0,,
17865,7,4650000.0,36.0,2018-04-02T00:00:00,1,3.0,5.0,16.0,2,,False,False,6.0,,Санкт-Петербург,27736.0,6931.0,1.0,526.0,0.0,,60.0
17866,13,3200000.0,36.0,2016-03-30T00:00:00,1,,14.0,20.0,7,,False,False,8.0,0.0,Санкт-Петербург,40717.0,11526.0,2.0,508.0,0.0,,168.0
17867,15,3650000.0,39.0,2017-02-16T00:00:00,1,2.67,14.0,20.0,10,False,False,False,8.4,2.0,Санкт-Петербург,35455.0,11356.0,0.0,,2.0,662.0,193.00000000000003
17868,16,5900000.0,56.8,2018-06-21T00:00:00,2,2.7,16.0,32.0,8,,False,False,8.0,,Санкт-Петербург,29738.0,7110.0,0.0,,1.0,507.0,23.000000000000004
17869,11,3950000.0,43.0,2017-10-24T00:00:00,2,,5.0,31.0,3,,False,False,5.6,1.0,Санкт-Петербург,21482.0,10599.0,1.0,363.0,0.0,,16.0
17870,10,7600000.0,73.9,2019-01-11T00:00:00,4,2.55,9.0,54.8,6,,False,False,6.8,,Санкт-Петербург,44975.0,13640.0,0.0,,0.0,,13.0
17871,17,3750000.0,46.4,2018-02-01T00:00:00,2,2.55,5.0,30.3,2,,False,False,5.6,1.0,Санкт-Петербург,16711.0,15713.0,0.0,,2.0,179.0,126.0
17872,3,4650000.0,34.8,2019-05-03T00:00:00,1,2.5,9.0,13.9,1,,False,False,11.2,,Санкт-Петербург,12384.0,12296.0,0.0,,1.0,396.0,
17873,15,6890000.0,57.0,2017-04-17T00:00:00,2,2.75,25.0,32.1,4,,False,False,10.0,2.0,Санкт-Петербург,32822.0,11968.0,0.0,,0.0,,151.0
17874,13,17000000.0,170.0,2018-08-21T00:00:00,5,,3.0,94.0,3,,False,False,16.0,,Пушкин,19760.0,31914.0,0.0,,0.0,,96.0
17875,13,4800000.0,56.9,2016-07-02T00:00:00,3,2.6,9.0,47.0,6,,False,False,6.0,4.0,Санкт-Петербург,33013.0,10885.0,2.0,279.0,1.0,782.0,750.0000000000001
17876,4,3790000.0,41.54,2018-09-11T00:00:00,1,,27.0,17.1,20,,False,False,10.35,,посёлок Парголово,52912.0,19089.0,0.0,,0.0,,4.0
17877,0,1750000.0,35.0,2016-02-23T00:00:00,1,,5.0,18.0,3,,False,False,7.5,1.0,посёлок Пудость,,,,,,,325.0
17878,8,5600000.0,58.0,2018-01-09T00:00:00,3,2.6,9.0,39.0,2,,False,False,6.2,5.0,Санкт-Петербург,28660.0,11004.0,0.0,,0.0,,273.0
17879,3,12480750.0,82.0,2016-06-07T00:00:00,2,2.7,12.0,34.63,8,,False,False,20.77,0.0,Санкт-Петербург,39946.0,10720.0,1.0,2102.0,3.0,303.0,483.0
17880,15,3930000.0,44.0,2018-02-01T00:00:00,1,2.77,15.0,21.0,14,,False,False,10.0,,Санкт-Петербург,18936.0,13744.0,1.0,561.0,0.0,,179.00000000000003
17881,13,4650000.0,44.0,2017-10-04T00:00:00,2,2.5,9.0,27.0,2,,False,False,6.0,2.0,Санкт-Петербург,37652.0,10124.0,0.0,,0.0,,44.00000000000001
17882,6,6490000.0,68.0,2017-12-03T00:00:00,2,,25.0,31.0,2,,False,False,12.5,,Санкт-Петербург,33876.0,14975.0,0.0,,0.0,,60.0
17883,22,7500000.0,82.4,2017-11-23T00:00:00,3,3.2,6.0,47.1,5,,False,False,13.3,,Санкт-Петербург,22274.0,3994.0,1.0,660.0,0.0,,85.0
17884,9,5180000.0,76.0,2018-07-21T00:00:00,3,2.55,10.0,50.0,8,,False,False,12.3,2.0,Санкт-Петербург,18585.0,22010.0,0.0,,2.0,402.0,
17885,11,2100000.0,48.0,2018-03-28T00:00:00,2,2.5,9.0,,8,False,False,False,,1.0,Выборг,,,,,,,105.0
17886,14,3500000.0,29.0,2018-03-06T00:00:00,1,2.5,9.0,15.4,7,,False,False,5.0,,Санкт-Петербург,15633.0,8514.0,1.0,332.0,0.0,,76.0
17887,10,5190000.0,36.0,2017-02-03T00:00:00,1,,5.0,17.5,5,,False,False,8.4,0.0,Санкт-Петербург,24649.0,3198.0,1.0,587.0,3.0,408.0,116.0
17888,9,5100000.0,58.8,2019-04-02T00:00:00,3,2.5,7.0,44.4,6,,False,False,6.0,1.0,Санкт-Петербург,43061.0,15565.0,2.0,577.0,0.0,,8.0
17889,19,5750000.0,70.0,2017-12-07T00:00:00,2,,21.0,,17,,False,False,12.5,,деревня Кудрово,,,,,,,75.0
17890,20,32000000.0,179.0,2018-02-01T00:00:00,5,2.75,25.0,107.0,19,,False,False,45.0,,Санкт-Петербург,35555.0,15561.0,0.0,,1.0,1180.0,99.0
17891,17,1400000.0,44.0,2016-12-19T00:00:00,2,2.5,2.0,29.7,2,,False,False,6.5,,посёлок Плодовое,,,,,,,863.0
17892,5,3900000.0,59.0,2018-04-01T00:00:00,2,2.8,9.0,33.4,5,False,False,False,12.4,2.0,Шлиссельбург,,,,,,,
17893,9,2900000.0,40.0,2018-01-16T00:00:00,1,2.8,12.0,19.0,7,,False,False,11.2,2.0,Всеволожск,,,,,,,45.00000000000001
17894,13,1920000.0,46.8,2018-03-31T00:00:00,2,2.6,5.0,32.8,2,,False,False,5.3,,поселок Молодцово,,,,,,,296.0
17895,6,5850000.0,70.0,2017-11-14T00:00:00,3,2.55,9.0,43.0,1,,False,False,8.4,2.0,Санкт-Петербург,12421.0,11643.0,1.0,86.0,1.0,760.0,261.0
17896,10,11100000.0,71.0,2017-08-01T00:00:00,2,3.0,8.0,34.0,7,,False,False,17.0,0.0,Санкт-Петербург,23564.0,5160.0,0.0,,1.0,814.0,107.0
17897,13,6450000.0,44.0,2018-03-22T00:00:00,1,2.8,10.0,,10,,False,False,,,Санкт-Петербург,36765.0,11777.0,0.0,,0.0,,60.0
17898,8,3999000.0,38.4,2017-10-02T00:00:00,1,,9.0,20.1,1,,False,False,9.2,,Санкт-Петербург,28813.0,6185.0,1.0,377.0,0.0,,113.0
17899,8,2500000.0,42.0,2016-04-11T00:00:00,2,,4.0,33.0,4,False,False,False,5.0,0.0,Выборг,,,,,,,67.0
17900,12,8176000.0,84.7,2016-06-10T00:00:00,2,,10.0,41.7,3,,False,False,11.9,2.0,Санкт-Петербург,24252.0,5879.0,1.0,1264.0,2.0,428.0,213.0
17901,10,4300000.0,43.1,2017-08-23T00:00:00,2,3.0,4.0,28.5,3,,False,False,6.1,,Санкт-Петербург,21540.0,3659.0,0.0,,3.0,330.0,149.0
17902,18,5604000.0,47.4,2019-03-17T00:00:00,2,2.5,5.0,28.3,2,,False,False,5.5,,Санкт-Петербург,17794.0,12616.0,0.0,,0.0,,5.0
17903,9,3500000.0,31.0,2018-06-18T00:00:00,1,2.5,5.0,17.0,3,,False,False,6.0,1.0,Санкт-Петербург,39996.0,11699.0,1.0,473.0,0.0,,63.0
17904,12,4350000.0,39.0,2017-04-21T00:00:00,1,2.8,16.0,17.0,9,,False,False,9.0,0.0,Санкт-Петербург,16106.0,15255.0,1.0,761.0,0.0,,111.0
17905,5,6150000.0,79.7,2016-07-18T00:00:00,3,2.67,16.0,47.4,9,,False,False,14.9,0.0,Санкт-Петербург,32826.0,13990.0,1.0,176.0,1.0,466.0,481.0
17906,11,4500000.0,53.0,2015-12-24T00:00:00,2,,6.0,33.5,4,,False,False,8.0,0.0,Санкт-Петербург,21914.0,1467.0,0.0,,2.0,507.0,684.0
17907,10,2590000.0,36.0,2016-08-25T00:00:00,1,2.7,4.0,18.0,4,,False,False,10.0,1.0,Шлиссельбург,,,,,,,966.0
17908,0,6300000.0,47.0,2018-02-27T00:00:00,1,2.8,25.0,12.0,15,,False,False,24.0,2.0,Санкт-Петербург,52192.0,15686.0,0.0,,1.0,441.0,338.0
17909,10,5700000.0,62.3,2019-03-06T00:00:00,2,2.65,16.0,36.3,1,,False,False,10.6,,Санкт-Петербург,32775.0,13874.0,0.0,,1.0,1015.0,
17910,6,2300000.0,42.0,2018-01-15T00:00:00,2,,6.0,29.0,4,,False,False,5.5,,Выборг,,,,,,,113.0
17911,5,11750000.0,97.0,2017-09-12T00:00:00,2,3.2,6.0,53.5,3,,False,False,18.0,0.0,Санкт-Петербург,24703.0,2378.0,3.0,318.0,3.0,397.0,36.0
17912,17,135000000.0,166.0,2019-02-07T00:00:00,3,3.3,7.0,52.0,1,,False,False,64.0,,Санкт-Петербург,32863.0,5955.0,2.0,230.0,3.0,215.0,
17913,15,2490000.0,30.2,2018-11-06T00:00:00,1,2.5,5.0,16.6,5,,False,False,5.5,,Кронштадт,67816.0,49542.0,2.0,445.0,2.0,387.0,32.0
17914,4,3850000.0,35.4,2018-11-09T00:00:00,1,2.65,12.0,13.8,4,False,False,False,7.5,2.0,Санкт-Петербург,9569.0,11687.0,1.0,571.0,1.0,263.0,41.0
17915,16,5600000.0,35.3,2017-08-19T00:00:00,1,,23.0,22.3,9,,False,False,10.0,2.0,Санкт-Петербург,19499.0,4844.0,0.0,,1.0,503.0,13.0
17916,16,9300000.0,83.7,2018-02-01T00:00:00,3,2.75,15.0,51.0,2,,False,False,11.0,,Санкт-Петербург,13990.0,12786.0,0.0,,0.0,,184.00000000000003
17917,9,1400000.0,39.0,2018-10-15T00:00:00,1,,3.0,16.0,2,,False,False,8.0,1.0,село Рождествено,,,,,,,100.0
